kriol	english
sedildan	stop
sedilmen	settlement
sedimap	set up
seduldan	quieten
seduldan	stop
sei	say
sei	speak
sei	do
sei	tell
seibum	keep
seibum	preserve
seibum	save
seibum	build up
seibya	saviour
seidilaig	Satan
seik	sake
seikrid	sacred
seikridwan	sacred
seikridwan	secret
seim	embarrass
seim	likewise
seim	same
seim	shame
seimbala	same
seimpleis	same place
seimpleis	someplace
seimtaim	same time
seimtaim	simultaneously
seimwan	same
seimwei	same way
seimwei	similarly
sekanwan	second
selim	sell
sen	sand
senbeingk	sandbank
senbitj	beach
sendim	send
senflai	sandfly
senflai	mosquito
senfrog	Sand Frog
senfrog	frog
sengraun	sand
sengraun	sandstone
sengraun	dirt
sengraun	ground
sengraun	sandy ground
senhil	sandhill
senrij	sand ridge
senrij gowena	goanna
sens	cents
sent	cent
sentamita	centimetre
sentapid	centipede
separetim	separate
separetim	take away
separetim	take out
serramoni	ceremony
serramoni	corroboree
sewijes	sandwiches
shabala	sharp
shabala bingga	fingernail
shabalashabala	crown of thorns
shabalashabala	spiny
shabalawan	sharp
shabul	shovel
shabul spiya	shovel spear
shabulnos spiya	shovel spear
shadan	be killed
shadim	shut
shadimap	close
shadimap	shut
shainim	shine on
shainim	signal
shainiwan	shiny
shainiwan	bright
shainiwan	dazzling
shainiwan	quartz
shak	shark
shalowoda	shallow water
shap	sharp
shapinim	sharpen
shapkipa	shopkeeper
shapwan	sharp
shat	attempt
shat	try
shat	turn
shatgan	shotgun
shawa	shower
she:t	shirt
shea	chair
shea	inheritance
shea	portion
shea	share
sheaim	share
shedo	shadow
shedo	silhouette
sheid	shade
sheid	shadow
sheidi	shady
sheiditri	shade
sheiditri	shade tree
sheigen	shake hands
sheigim	shake
sheik	shake
sheik	shiver
sheikan	handshake
sheikimap	shake
sheikimap	shake up
sheim	be embarrassed
sheim	be shy
sheim	go down
sheim	set
sheim	shy
sheim	shamed
shel	seashell
shel	mussel
shel	shell
shel	spiral
shela	shallow
shelifish	shellfish
sherrim	shear
sheya	share
shifdim	shift
shiftim	move
shiftim	shift
shiftim	move about
shiftim	transfer
shiftimat	shift off
shil	shield
ship	sheep
shis	cheese
shit	faeces
shit	sheet
shit	shit
shitibain	corrugated iron
shiva	shiver
shoim	show
shoim	point out
shoim	point to
sholda	shoulder
sholda bleid	shoulder blade
sholdabon	shoulder blade
shop	shop
shop	store
shopa	chopper
shoping	shop
shopkipa	shopkeeper
shot	short
shotbala	short
shotkat	abbreviation
shotkat	shortcut
shotkatwei	short cut
shotleg	fall short
shotwan	short
shotwan	female
shotwan	recessed
shotwan trausis	shorts
shotwin	puffed out
shotwin	short-winded
shotwin	tired
shotwin	be
shotwin	breathless
shotwin	to be
shoulda	shoulder
shoum	show
shud	should
shudum	hit
shudum	shoot
shugabeg	honey
shugabeig flai	native bee
shugabeig flai	bee
shugakein	sugarcane
shuid	short
shuis	shorts
sikap	be fed up
sikap	be upset
sibo	bull
sid	seed
sid	eye
sidan	be
sidan	exist
sidan	live
sidan	sit down
sidan	sit
sidan	squat
sista	nurse
sista	sister
sigal	seagull
sigal	swallow
sigal	swift
sigal	sea bird
sigaret	cigarette
siim	see
sik	intercourse
sik	sex
sik	be sick
sik	sickness
sik	thin
sik	sick
sik	wasting away
sikbala	sick
sikbala	ill
sikbala	still
sikbala	die
siknis	sickness
sikpin	five cents
siks	six
siksbala	six
sikswan	six
sikwan	sick
sikwan	thin
silasita	lawyer
silasita	solicitor
silba	silver
silbawan	silver
sili	mad
sili	silly
silibala	silly
silibalawei	silly
silip	sleep
silip	stay
silip	lie down
silipi	sleepy
silipiai	sleepy
silipin	sleep
silipiwan	sleepy
silipiwei	sleepily
silipri	slippery
siliwan	silly
silkwan	silk
sim	see
siment	cement
sin	sin
sina	sinner
sing	curse
sing	sing
skwasimap	crush
skwasimap	squash
singam	sing
singat	call out
singat	shout
singat	sing out
singat	play
singat	buzz
singat	shrill
singat	sing
singat	yelp
singim	curse
singim	sing
singsong	singing
singul	single
singulbala	single
singulgel	widow
singulgel	single girl
singulgel	girl
singulgel	single
singulmen	bachelor
singulmen	single man
singulwan	single
sisan	season
sisis	scissors
siwid	eelgrass
siya	see you
siyim	look at
siyim	see
siyim	find
siyimbat	look at
siyimbat	see
skai	sky
skait	boast
skait	brag
skait	skite
skaiting	show off
skaiting	skite
skaitingaranbat	show off
skaitingaranbat	skite
skedad	disordered
skedad	scattered
skedadim	scatter
skedadimat	scatter
skeil	scale
skeilim	weigh
skeilimap	weigh
skelitin	skeleton
sket	skirt
skid	skid
skidam	skid
skin	skin
skin	fur
skin	rind
skin	subsection
skin	sweat
skin	taste
skindaiba	skin-diver
skinemapim	beat
skini	sick
skini	skinny
skini	slim
skini	thin
skini	wasting away
skinim	skin
skinimap	skin
skiniwan	skinny
skinpat	skin
skinwan	skin on
skipskip	skip
skobiyan	scorpion
skopiyan	scorpion
skopiyan	spider
skrab	scrub
skrebun	scrape
skretjim	scratch
skrin	screen
skruim	screw
skul	school
skulim	teach
skulimap	teach
skuljildren	schoolchildren
skulkid	schoolchild
skuwerambek	pay back
skuwerambek	reciprocate
skuwerambek	retaliate
skweya	square
skweyawan	square
skweyawan	flat
skweyawan	squarish
skwisim	squash
skwisim	squeeze
skwisimap	squash
skwisimap	squeeze
skwisimap	crumple
skwisimap	fold
skwisimap	roll up
slaid	slide
slaida	slide
slaisim	slice
slaisim	rain
slaisim	slice up
slek	backslide
slek	ease off
slek	insecure
slek	lethargic
slek	loose
slek	slack
slekap	neglect
slekap	slack up
slekbala	slack
slekbek	backslide
slekbek	fall away
slekbek	neglect
slekim	make loose
slekim	slacken
slekwan	lazy
slekwan	negligent
slekwan	blunt
slekwan	slack
slipinwan	sleeping
slipriwan	slippery
slipriwan	escape
slipriwan	get away
slipriwan	slip
slo	gently
slo	slow
slo	slowly
slo	softly
slobala	slow
slobala	quiet
slobala	soft
slobala	weak
slobala	a little bit
slobala	slowly
slobala	softly
slobum	solve
slomojen	lazily
slomojen	slowly
smail	smile
smashimap	destroy
smashimap	smash up
smashimap	smash
smat	clever
smat	smart
smel	smell
smelim	smell
smeshim	smash
smeshimap	smash up
smok	smoke
smok	heat haze
smok	dust
smok	whirlwind
smok	cigarette
smok	steam
smok	fire
smokim	smoke
smokiwan	smoky
smoko	tea break
smokotaim	midmorning
smokotaim	recess
smokotaim	rest from work
smokotaim	smoko
smokotaim	tea break
smoktri	tree
smoktri	smoke tree
smol	small
snaipa	sniper
sneik	snake
sneik	generic
sneil	snail
snikap	sneak up
snikibalawei	sneakily
sno	snow
so	so
so	sore
so	so that
so:mil	sawmill
sobala	sore
sobawan	sober
sodfish	swordfish
sodimat	sort out
sodimat	untangle
sof	soft
sofbal	softball
sofdringk	soft drink
sofwan	soft
sofwan	quiet
sofwan	slow
sofwan	weak
sofwan	a little bit
sofwan	slowly
sofwan	softly
soing	sew
sok	soak
sok	sock
sok	spring
soka	soccer
sol	salt
solda	shoulder
soldiwoda	salt water
solja	guards
solja	soldiers
soljamob	soldiers
solti	salty
soltiwan	salty
solwoda	sea
solwoda	salt water
solwoda	brackish water
solwoda	crocodile
spirrim	spear
spirrim	to
song	song
songmen	singer
sop	soap
sopmen	masturbator
soptri	tree
soptri	wattle tree
sori	be sorry
sori	sympathise
soribala	sorry
soribalawei	sorrily
soriwan	sorry
sosij	sausage
sospen	saucepan
sospin	saucepan
souta	type of
sowing	sewing
spai	spy
spaida	spider
spaida	scorpion
speid	triangle
spel	break
spel	rest
spel	rest stop
spelim	spell
speshal	special
speshalwan	special
speshalwei	specially
spesilmen	appointee
spesilmen	offsider
speyawan	spare
spidbagi	dune buggy
spik	speak
spilim	spill
spilim	tip out
spilim	pour
spilim	upset
spilimat	spill out
spindim	spend
spirit	spirit
spiritjulwei	spiritually
spiritmob	spirits
spirrit	spirit
spirritjulwei	spiritually
spirritwan	spiritual
spirritwan	supernatural
spit	spit
spit	saliva
spiya	spear
spiyamen	spearman
splidim	split
splidimap	split up
split	split
spoil	spoil
spoilim	spoil
spotspot	spotted
spredat	spread out
spredat	spread
spredat	scatter
spredim	spread
spredimat	disperse
spredimat	scatter
spredimat	spread
spring	spring
springkl	sprinkle
springwoda	spring water
spun	spoon
spunbil	spoonbill
sta	star
sta	stars
sta:dap	set off
sta:dap	go away
sta:dap	set out
stab	stop
stab	rest stop
stabum	prevent
stabum	stop
stadi	study
stadim	start
stadimap	start up
stadimof	start off
stagiba	shop assistant
stagiba	storekeeper
stail	action
stail	style
stak	be caught
stak	be stuck
stakam	stick
stakfut	do to excess
stakmen	stockman
stakyad	stockyard
stap	sit
stap	stay
stap	joke
stap	lie
stap	stop
stapam	prevent
stapam	stop
stat	begin
stat	set out
stat	start
stat	arrive
stat	go away
statabek	begin again
statabek	restart
statim	begin
statim	start
stedi	careful
stedibala	steady
stei	stay
stei	stop
steikimap	stick up
steishan	station
stendaram	stun
step	step
sterrimap	incite
sterrimap	stir up
stes	stairs
stifwan	stiff
stik	stick
stik	tree
stik	wood
stikibik	stickybeak
stikim	stick
stikinat	stick out
stikinat	stick up
stikwan	wooden
stil	still
stilim	rob
stilim	steal
stilimbala	robber
stilimbala	thief
stilwan	motionless
stilwan	still
stingayu	burn mouth
stingerei	dragonfly
stingerei	smallish
stinggi	decomposing
stinggi	rotten
stinggi	smelly
stinggi	smell
stingim	sting
stingrei	stingray
stipwan	steep
stiringwil	steering wheel
stiya	young bull
stiya	steer
stoamen	storekeeper
stokmen	stockman
stom	storm
stombe:d	blue-winged kookaburra
stombe:d	oystercatcher
stombe:d	swallow
stombe:d	swift
stombe:d	petrel
stombe:d	swallows
stombe:d	swifts
stombe:d	kookaburra
ston	stone
ston	hill
ston	pebble
ston	small stone
ston	spearhead
ston keinggurru	kangaroo
ston keinggurru	euro
stoni	gravelly
stoni	rocky
stoni	stony
stonim	stone
stoniwan	stony
stonwan	stone
stori	story
stori	talk
stori	word
stowa	store
straipi	stripy
straipid	striped
straipiwan	stripy
straipwan	striped
streidap	above
streidap	straight ahead
streidap	straight up
streidat	straight-out
streidawei	straightaway
streidin	straight in
streinja	stranger
streit	correct
streit	straight
streitat	frankly
streitat	straight-out
streitawei	immediately
streitbala	straight
streitbalawei	correctly
streitin	straight in
streitinim	correct
streitinim	straighten
streitinimap	straighten up
streitinimat	straighten out
streitwan	straight
streitwan	good
streitwei	straightaway
strep	dog collar
stretja	stretcher
string	strap
string	string
stringibak	tree
stringibak	stringybark
stringim	string
strit	street
strong	strong
strong ti	tea
strong ti	strong tea
strongbala	strong
strongbala	big man
strongbala	hard
strongbala	loud
strongbala	strongly
strongbala	big
strongbalawan	strong
strongbalawei	strongly
strongwan	strong
strongwan	hard
strongwan	loud
stupid	foolish
stupid	naive
stupid	stupid
su	zoo
suga	sugar
sugabeg	sugarbag
sugakein	sugarcane
swipim	sweep
sulki	be angry
sup	soup
supsup	soup
supsup	stew
suwan	swan
sweda	jumper
sweda	sweater
sweg	swag
sweig	belongings
sweig	swag
sweig	bed
sweig	bedroll
sweig	camp
swelap	rise
swet	perspiration
swet	sweat
swet	taste
swet kamat	perspire
swet kamat	sweat
swetgidap	perspire
swetgidap	sweat
sweya	swear
swim	swim
swim	go swimming
swiming	swim
swing	swing
swingim	swing
swingswing	swing
swipap	sweep up
swit	sweet
swit	tasty
swit purteida	sweet potato
switbala	sweet
switinim	sweeten
switsmelwan	sweet-smelling
switwan	sweet
switwan	sugary
swolap	swelling
swolap nos	be jealous
taN	tongue
tagat	eat
tagatim	eat
taid	tide
taid	tie
taid	flood
taidap	tied up
taidiwan	tidy
taiga	tiger
taim	season
taim	time
taimap	tie up
taimap	tie
taimbom	time bomb
taip	cassette
taipen	snake
taipen	taipan
tait	tight
taitbala	tight
taitbinji	satiated
taitinimap	tighten up
taitwan	tight
taiya	tyre
taiya	raft
taiyimap	buckle
tajim	touch
taka	food
talim	tell
tamaring	tree
tamiyek	axe
tamiyek	tomahawk
tang	tongue
tangumirl	greedy
tangumirl	selfish
tanimof	turn off
telabisin	television
tarrgi	bustard
tarrgi	turkey
tatjam	make contact
tatjam	be familiar
tatjam	feel
tatjam	reach
tatjam	touch
taun	town
tawul	towel
taya	wheel
tayata	four-wheel drive vehicle
tayid	lazy
tayid	tired
te:dl	turtle
te:ki	turkey
tearimdan	destroy
tearimdan	tear down
tearimdan	upset
teblit	medicine
teblit	pill
tedibeya	teddy bear
tedulhok	firebird
tedulhok	fish hawk
tedulhok	kite-hawk
teibul	table
teik	take
teikapleis	give support
teikim	take
teikimat	remove
teikimat	take off
teikimat	pull out
teikimat	undo
teikimof	remove
teikirrawei	remove
teikitawei	run off with
teiknodis	take notice
teikoba	take over
teikof	begin to move
teil	tail
teilim	mind
teilim	tail
teilim	tend
teilim	look after
teilim	shepherd
teilpat	tail
teinggulumap	tangle up
teingkyu	thank you
teist	taste
teist	sweat
teistim	taste
telafon	telephone
telam	tell
teling	tell
temtim	tempt
tenaran	turn around
tenawei	turn away
tenbala	ten
tenbek	turn back
tengk	tank
tenim	turn
tenimran	turn around
tenis	tennis
tent	tent
tern	turn
ternam	turn
terrimap	destroy
terrimap	tear up
terrimap	tear
testim	test
testimat	test out
tetul	turtle
thad	that
thadmaj	abundantly
thadmaj	plenty
thanda	thunder
tharra	there
tharran	that one
tharran	that
tharrei	that way
tharrei	there
tharrei	this way
thausen	thousand
thedwan	third
thesti	thirsty
thestibala	thirsty
thestiwan	thirsty
thikwan	thick
thin	sick
thin	thin
thing	thing
thong	thong
thred	thread
thri	three
thribala	three
thribalawei	in threes
thridei	three days time
throim	throw
throt	neck
throt	throat
throt	voice
throt	windpipe
throut	throat
thrribala	three
thru	through
thruwum	throw
ti	drink
ti	tea
ti:ki	dangerous
ti:ki	savage
ti:s	tease
tibum	tip
tikit	ticket
til	till
tilib	tea
timana	horse
timba	timber
timpul	temple
timta	Satan
timta	tempter
timtim	tempt
tin	tin can
tin bib	tinned meat
tin frut	tinned fruit
tinait	tonight
tinamit	tinned meat
ting	thing
tinstaf	tinned food
tipemoba	tip over
tipimoba	tip over
tipoba	tip over
tishe:t	singlet
tishe:t	T-shirt
tisim	tease
tit	nipple
tit	tit
tit	breast
tit	milk
tit	teat
tit	breast milk
titibotil	feeding-bottle
titja	teacher
titja	missionary
titja	schoolteacher
titjim	teach
titri	tree
tjakam	chuck
tjakam	throw
tjakamdan	throw down
tjakidawei	throw away
tjakin	donation
tjakol	charcoal
tjapam	chop
tjatj	charge
tjein	chain
tjeinj	change
tjeinjim	change
tjeisim	chase
tjeisim	follow
tjeisimap	chase
tjeisimap	follow
tjeisimap	chase away
tjeisin	chase
tjens	chance
tjens	opportunity
tjepta	chapter
tjetj	church
tjidimbat	cheat
tjis	cheese
tjokum	choke
tju	to you
tjuwing	chew
toilet	defecate
toilet	faeces
toilet	toilet
toilet	urinate
toilet	urine
toitit	denture
toitj	torch
toitjim	shine
toiwan	imitation
tok	speak
tok	speech
tok	talk
tok	story
tok	word
tokabat	talk about
tokin	talk
tol	tall
tomigan	machine gun
tomiyauk	small axe
tomiyauk	tomahawk
tong	thong
toppat	top
topwan	top
totj	torch
totj	firestick
totj	light
trik	deceit
trik	trick
toyota	four-wheel drive vehicle
trabeling	go
trabeling	travel
trabul	difficulty
trabul	problem
trabul	trouble
trabul meika	criminal
trabulmeika	troublemaker
trabulum	cause trouble
trai	try to
trai	tray
trai	try
traib	tribe
traim	test
traim	try
traip	stripe
traiyim	attempt
traiyim	try
trak	truck
trak	car
tramput	trumpet
trasis	trousers
trastim	trust
trayimat	try
trebala	messenger
trebul	drive
trebul	journey
trebul	move
trebul	travel
tregimap	track
treila	trailer
trein	train
treinimap	train up
treinpot	transport
treinpot	large truck
trek	footprint
trek	track
trekam	track
trekta	tractor
trep	trap
trepam	trap
tri	tree
tri	plant
tri	stick
trikibala	difficult
trikim	confuse
trikim	deceive
trikim	lie to
trikim	trick
trikiwan	tricky
tring	sinew
tring	string
tring	vein
trip	journey
trip	trip
trisneik	snake
trisneik	tree snake
trou	throw
tru	true
trubala	true
trubala	truly
trubalawan	true
trubalawei	truthfully
truwan	true
truwan	truly
tu	also
tu	too
tu	two
tu8	tooth
tubala	two
tubeka	cigarette
tubeka	smoke
tubeka	tobacco
tudei	now
tudei	today
tudeina	right now
tufas	quickly
tul	tool
tuleit	too late
tum	tomb
tumara	next day
tumara	morning
tumara	tomorrow
tumatj	because
tumatj	lots
tumatj	many
tumato	tomato
tumeni	lots
tumeni	many
tumorro	tomorrow
tunait	tonight
turlpu	heart
tus	tooth
tut	tooth
tuth	teeth
tuth	tooth
tuwa	door
tuwa	shop
tuwa	store
twelbala	twelve
twistim	twist
twistim	twirl
twistimran	twist around
tyun	tune
u	who
ugimap	be hooked
uk	fishing gear
uk	hook
urldi	used to
veri	very
vilij	village
wekam	work
wa	when
wadabat	what about
wadaim	what time
wadaim	when
wadbo	why
wadi	log
wadi	male genitals
wadi	penis
wadi	stick
wadi	tree
wadrim	spray
wadrim	water
wadul	tree
wadul	wattle
wadul	pale yellow
waguwagu	Casuarina cunninghamiana
waguwagu	tree
waguwagu	oak
wai	why
waid	wide
waident	termite
waident	white ant
waident	termites
waident	white ants
waif	wife
wail	untamed
wail	while
wail	wild
wail anyan	wild onion
wail anyan	onion
wail anyan	wild
wail binana	wild banana
wail binana	tree
wail dog	dingo
wail dog	dog
wail dog	wild dog
wail dog	big dog
wail dog	big
wail faul	fowl
wail faul	wildfowl
wail gusaba	cassava
wail juk	cormorant
wail juk	Black
wail kokonat	tree
wail meinggo	wild mango
wail meinggo	mango
wail melin	wild melon
wail melin	melon
wail piteta	potato
wail piteta	wild potato
wail piteta	wild
wail rais	rice
wail rais	wild rice
wail yem	yam
wail yem	wild yam
wail yem	potato
wailbala	wild
wailmen	wild man
wailmen	wild
wailwan	angry
wailwan	upset
wailwan	wild
wailwei	wildly
wailwin	whirlwind
wain	wine
wait	white
wait	yellow
wait gamtri	white gum
wait gamtri	tree
wait gamtri	gum tree
wait gamtri	white
wait hok	eagle
wait hok	Whistling Eagle
wait karant	white currant
wait karant	currant
waitbala	European
waitmen	European
waitwan	white
waitwan	pale yellow
waitwan	wattle
waitwan	light-coloured
waitwan	pinkish
waitwan	kite
waitwud	tree
waiya	fishing spear
waiya	wire
waiya spiya	fishing spear
waj	watch
wajameda	why
wajim	wash
wajim	watch
wajim	wet
wajing	wash
wakwak	crow
wal	well
wal	while
walgarra	fish species
walima	castrated
wambala	one
wan	one
wan	a
wan	when
wanaklok	one o’clock
wanbala	one
wanbala	only a little
wanbinji	united
wanda	desire
wanda	intend
wanda	want
wandei	one day
wandim	desire
wandim	want
wandringran	wander around
wanem	what
wangulu	orphan
wangulu	poor person
wangulu	widow
wanguwangulu	orphans
wanguwangulu	poor people
wanguwangulu	widows
wani	want
wani	will
wani	what
wanim	what
wanim	whatsit
wanim	what’s-its-name
wanim blanga	why
wanmo	again
wanmo	one more
wanmo	repeat
wanmo igin	once again
wanmotaim	again
wanmotaim	once more
wanmotaim	repeatedly
wannait	one night
wanpleis	certain place
wansaid	to one side
wantaim	once
wantaim	one time
wanwan	doubt
wanwan	question
wanwei job	good idea
wanwik	one-week
waral	spirit
warbiwarbi	be alone
warbiwarbi	be isolated
wardabirr	goanna
wardimelen	watermelon
wariyin	preoccupied with
wariyin	worrying
warl	covet
warl	desire
warl	like
warlal	long
warlmbarl	gossip
warlmbarl	talk about
warnang	finished
warnang	the end
warngugu	wallaby
warngugu	rock wallaby
warr	grind
warr	rub
warral	shadow
was	was
wasawei	wash away
washim	wash
wat	what
winmil	windmill
watfo	why
watjam	watch
wattaim	how long
wattaim	what time
wattaim	when
wawulaf	werewolf
wodabat	what about
we	that
we	which
we	who
we:kinboi	disciple
we:kinboi	working man
we:kinmen	disciple
we:kinmen	working man
we:l	world
wea	where
wed	language
wed	message
wed	speech
wed	story
wed	wet
wed	word
wed	talk
wedenim	wet
wegan	wagon
wei	way
weibweib	wave
weibweib	waves
weid	wait
weiding	waiting
weigap	wake up
weigimap	arouse
weigimap	wake up
weijis	wages
weijit	pay
weijit	wages
weikimap	wake
weil	whale
weistim	expend
weistim	spill
weistim	waste
weit	heaviness
weit	pressure
weit	wait
weit	weight
weitdeya	wait
weitimbat	wait for
weitin	wait for
weiv	waves
weiyim	weigh
wek	work
wekin	work
weks	wax
wel	well
welai	parrot
welai	green parrot
welnoun	know well
welwin	whirlwind
wem	worm
wen	when
wepan	weapon
weram	put on
weram	wear
werrim	wear
werrimat	erase
werrimat	rub out
werrimon	wear
wes	west
wes	waist
weship	worship
weswan	worse
wet	wet
wetnayim	put out fire
wetnayim	water
wetsisan	wet season
wettaim	wet season
wetwan	wet
wetwan	wet ground
weya	when
weya	where
weya	who
wi	we
wi:d	weed
wida	single girl
wida	widow
wido	widow
widogel	widow
wijan	which
wijei	where
wijei	whither
wijeijei	how
wijeijei	where
wijeiwijei	how
wijeiwijei	where
wik	Sunday
wik	tired
wik	weak
wik	week
wikbala	weak
wikbala	quiet
wikbala	slow
wikbala	soft
wikbala	die
wikbala	sick
wiken	weekend
wikwan	weak
wil	disappear
wil	wheel
wilbera	wheelbarrow
wilimbek	rewind
wiliwegteil	willy wagtail
wiliwili	whirlwind
wiliwili	willy-willy
wilot	we
wilya	what for
win	breath
win	when
win	win
win	wind
wina	winner
winbreik	windbreak
windo	window
wing	wing
winim	defeat
winim	win
winimbek	win back
wining	win
winpaip	exhaust pipe
winpaip	throat
winpaip	windpipe
wintj	winch
wip	weep
wip	whip
wip	cry
wip sinik	snake
wip sinik	whip snake
wipim	whip
wirrim	wear
wirrimon	put on
wirrimon	wear
wis	which
wiska	beard
wiska	whiskers
wiska	chin
wiska	moustache
wislingtri	tree
wisul	air horn
wisul	whistle
wisuling	whistling
with	with
wo:	war
wo:fait	war
wo:tengk	tank
wobla	fishing line
woda	water
woda	liquid
woda	still water
woda	still
wodabeg	water bag
wodabeg	basket
wodaberg	bag
wodabidul	water beetle
wodabidul	beetle
wodabidul	water
wodadram	water drum
wodafol	waterfall
wodahol	waterhole
wodalili	water lily
wodamelanmen	Watermelon Man
wodaret	rat
wodaret	water rat
wodarum	water
wodasneik	snake
wodasneik	water snake
wodawan	watery
wodrim	water
wodrim	make wet
wok	walk
wokabat	journey
wokabat	walk
wokaran	go around
wokawei	walkaway
wokdan	walk down
wokinmen	workman
wokinraun	travel
wokinstik	walking stick
wokpas	walk past
wokwok	walk
wokwokpas	walk past
wol	wall
wolabi	wallaby
wolet	wallet
wom	warm
womara	woomera
wombala	warm
womim	warm
womum	warm
wonim	caution
wonim	warn
wori	be sorry
wori	worry
woriwei	worriedly
wot	what
wot blanga	what for
wot dijan bla	What’s THIS For...!
wot dijanda	what’s this
wot disda	what’s this
wot tharran da	what’s that
wotabat	what about
wotaim	when
wotamelin	watermelon
wotfo	why
wotjim	watch
wotkain	what kind
wotrong	what’s wrong
wotrong	why
wotrong	why not
wud	firewood
wud	log
wud	timber
wud	wood
wudi	expression of surprise
wudi:p	woodpile
wujei	where
wul	wool
wulibak tri	tree
wulijeim	like
wulijeim	same as
wulijeim	so
wulijeim	as
wulijeim	never mind
wulijeim	no matter
wulijeim	nothing
wulijim	same as
wulijim	so that
wuliwan	woolly
wuman	woman
wumara	spear thrower
wumara	woomera
wumun	woman
wunbun	hornet
wunbun	paper wasp
wunbun	big
wundidwan	injured
wurlida	tree
wurramabala	playboy
wurramabala	rich person
ya	yes
yad	yard
yakkai	horrors
yalala	pleased
yalala	satisfied
yalala	be
yalala	happy
yalbun	lily
yalbun	waterlily
yan	conversation
yan	talk
yan	yarn
yang	little
yang	young
yangbala	young people
yangbalawan	young
yangboi	young boy
yangboi	hero
yangboi	bachelor
yangboi	single man
yanggai	young man
yanggel	young girl
yanggel	girl
yanggel	young
yanggiswan	youngest
yangiswan	youngest
yangmen	young man
yangmen	man
yangmen	young
yarl	tree
yarlma	yam
yarraman	horse
yarwok	yam
yarwok	wild yam
yawarda	horse
ye	yes
yeho	oh
yekyek	chatter
yekyek	laugh
yekyek	talk
yekyek	yak
yela	yellow
yelabala	half-caste
yelawan	yellow
yelawan	yellow colour
yelawud tri	tree
yelawud tri	yellowwood tree
yem	root vegetable
yem	yam
yemstik	yamstick
yertno	half-cooked
yes	yes
yestadei	yesterday
yet	still
yet	yet
yiki	horrors
yirrim	hear
yirrim	listen
yiya	year
yo	yes
yolabat	you
yowai	yes
yu	you
yu	yes
yubala	you
yujum	use
yumandi	you want
yumandi	you will
yumob	you
yumobwei	your way
yundubala	you two
yunmalabat	we
yunmi	we two
yuno	you know
yunowot	you-know-what
yurenyam	uranium
yusda	be familiar
yusda	used to
yuselp	yourself
yusim	use
yusimap	finish
yusimap	use up
yustu	be familiar
yustu	used to
yusum	use
yusumbek	use
yuswan	yours
yuwai	yes
yuwalabat	you
bujabed	Australian magpie
bujabed	butcherbird
bujabed	magpie
aibis	ibis
telefonn portab	mobile phone
portab	mobile phone
mobayl	mobile phone
olgumen	woman
bambai	later
freshwoda	fresh water
nokamdan	knock down
nomo gadim	without
sedwan	sad
sedwan	feel sad
milk sneik	milk snake
langa wadi	blue-tongue lizard
langa wadi	small
langa wadi	bluetongue
langa wadi	lizard
lilwan ebriweya	blue-tongue lizard
lilwan ebriweya	small
lilwan ebriweya	bluetongue
lilwan ebriweya	lizard
fail sneik	file snake
gabilili	lizard
gabilili	striped
lijad	lizard
lijad	striped
baibul sneik	not poisonous
baibul sneik	rock snake
wankain sneik	rock snake
wankain sneik	edible
wankain sneik	redbelly
wankain sneik	Children’s python
wankain sneik	black spots
la ston	rock snake
smolwan gwena	strong
jidan la rok	strong
aligeda	freshwater crocodile
aligeda	crocodile
fresh wada	freshwater crocodile
blenggit lijad	frilled lizard
bilanggid lijad	frilled lizard
bilanggid lijad	Chlamydosaurus kingi
bigwan lijad	big lizard
bigwan lijad	big
bigwan lijad	lizard
blanged lijad	frilled lizard
biges gwena	sand goanna
biges gwena	goanna
lilwan lijad	skink
wankain lijad	two-lined dragon
poisin sneik	brown
poisin sneik	long
poisin sneik	poisonous
poisin sneik	snake
redwan binji	edible
redwan binji	redbelly
gudwan bif	edible
gudwan bif	redbelly
shot nek tadul	tortoise
tadul	turtle
bigwan tadul	short-necked turtle
bigwan tadul	big
bigwan tadul	turtle
bigwan tadul	short-necked
shotwan nek	short-necked turtle
shotwan nek	big
shotwan nek	short-necked
shotwan nek	turtle
krokodail	crocodile
nardi	Sand Frog
biges frog	big
biges frog	frog
grinwan frog	green tree frog
grinwan frog	green frog
grinwan frog	frog
la tri	green tree frog
lilwan braunwan frog	frog
la bilibong	frog
olkain frog	any kind
olkain frog	frog
praba bigwan frog	brown
praba bigwan frog	frog
braunwan	brown
braunwan	chestnut-coloured
braunwan	long
braunwan	poisonous
braunwan	snake
braunwan	frog
braunwan	babbler
bigwan raunwan frog	frog
freshwada tadul	fresh-water turtle
wankain freshwada tadul	fresh-water turtle
fetwan lijad	plump
fetwan lijad	skink
kala olisem bandiyan	brown
kala olisem bandiyan	long
kala olisem bandiyan	poisonous
kala olisem bandiyan	snake
jigiwan aligeda	saltwater crocodile
solwada	saltwater crocodile
solwada	brackish water
solwada	salt water
solwada	sea
straipidwan sneik	poisonous
straipidwan sneik	snake
straipidwan sneik	striped
wipsneik	black
wipsneik	whip snake
solwada aligeda	saltwater crocodile
sen gwena	sand goanna
olmen gwena	big
bigwan	big
bigwan	big man
bigwan	hard
bigwan	loud
bigwan	strong
bigwan	strongly
bigwan	great
bigwan	large
bigwan	adult
bigwan	grown up
bigwan	plump
bigwan	swollen
bigwan	fat
bigwan	paperbark
bigwan	billy
bigwan	firestick
bigwan	light
bigwan	torch
bigwan	gorge
kukabarra shel	shell
kukabarra shel	spiral
masal	mussel
masal	shell
