kriol	english
laidimap	light
laif	life
laiga	like
laiga	similar to
laigim	appreciate
laigim	like
laigim	love
laik	like
laim	lime
laim woda	limewater
lain	line
lainap	line up
lainbala	lying
lainimap	line up
laininrein	thunderstorm
lais	lice
laisan	dog tag
lait	light
lait	fire
lait	flame
lait peipa	tracing paper
laita	cigarette lighter
laithawus	lighthouse
laitim	light
laitimapbat	light
laitining	gecko
laitining	lightning
laitwan	light
laitwan	flying fox
laitwan	lightweight
laitwan	float
laitwan	red
laiya	lie
laiya	untruth
laiyan	lion
laiyawan	liar
laiyawan	lying
laiyawei	lyingly
laiyinbala	liar
laiyinbalawan	liar
laiyinbalawei	lyingly
laja	leather
lajaim	last round
lakamap	lock
laki	lucky
lakiwan	lucky
lambarra	father-in-law
lambarra	husband’s father
lamp	lamp
lampwan	nugget
landin	land
lang	lungs
langa	along
langa	at
langa	in
langa	into
langa	on
langa	to
langa	with
langa	this way
langa	towards
langgus	language
langgus	big words
languna	goose
languna	black swan
langurr	ceremony
lanswud	tree
larram	allow
larram	let
larramdan	let down
larramgo	leave
las	finally
las	last
las	at last
leimbalawan	lame
lasnait	last night
lektrik	electric
laswan	final
laswan	last one
laswik	last week
lasyiya	last year
lat	lot of
lat	plenty
lau	law
laudis	very loud
laumen	lawmen
laus	lice
laus	louse
laus	fleas
lebden	left hand
lebden wolabi	wallaby
lebdenjaid	left side
lebelwan	level
leben	eleven
lebenbala	eleven
lebul	even
lebul	level
lebul	parallel
lebul	simultaneous
lebul	be
lebul	be level
lebulum	level
ledim	allow
ledim	let
ledimgo	let go
ledimgo	release
lef	left
lef	remaining
lefdoba	leftover
leften	left hand
leftenbala	left-handed
leftensaid	left side
leftoba	leftover
leftobawan	leftover
leg	leg
leg	thigh
leg	back wheels
leg	calf of leg
leg	lower leg
leg	shin
legpat	extremity
leidan	lay down
leidan	lie down
leidan	sleep
leidaran	later on
leidi	lady
leig	lake
leigpat	leg
leim	lame
leim	lay
leimbala	lame
leimwan	lame
leisibala	lazy
leisiwan	lazy
leisiwei	lazily
leit	late
leitbala	late
leklek tri	dead tree
lemen	lemon
lemp	lamp
lempsten	lamp stand
len	learn
lenim	teach
lenim	train
lenswud	tree
leped	leopard
lepisi	leprosy
leprasi	leprosy
leprasimen	leper
les	let’s
lesin	lesson
lili rut	lily root
leta	letter
leta	book
li:d	lead
lib	leaf
lib	left
lib	live
liba	liver
libdimap	lift up
libin	be involved in
libin	live
libt	lift
libt	ride
libum	forget
libum	leave
libum	not
lid	bone
lid	in front
lid	lid
lid	skull
lida	ahead
lida	initial
lida	lead
lida	leader
lida	in the lead
lidamob	leaders
lidawan	leading
lidim	lead
lidimap	lift up
lidimbat	lead
lidpat	lid
lif	leaf
lijenam	hear
lijinim	hear
lijinim	listen to
lijinim	understand
lik	leak
likim	lick
liklik	drizzle
lil	little
lil	small
lilbala	little
lilbalawan	little
lilbit	little
lilbit	small
lilbit	a little
lilbit	a little bit
lilbit	slowly
lilbit	softly
lilboi	little boy
lilboi	boy
lilboiwan	boyish
lilboiwei	boyishly
lilgel	little girl
lilgel	young girl
lilgel	female
lilgel	girl
lilgel	young
lili	lily
lili	water lily
lilil	little
lilil	small
lilil	tiny
lililwan	small things
lilisid	lily
lilisid	waterlily
lilkid	child
lilkwin	lazy
lilpleiwan	mini
lilpleiwan	small
lilwail	while
lilwan	little
lilwan	small
lilwan	tiny
lilwan	a little
lilwantaim	in childhood
lim	branch
lim	limb
lin	lean
lin	bend
lindim	lend
linngu	language
lip	leaf
lipda	crane
lipda	jack
lipda	lift
lipdim	lift
lipdimap	lift
lirrga	lizard
lisin	listen
lisin	obey
lisin	understand
lisining	listen
lokpat	lock
lita	litre
lo	culture
lo	custom
lo	law
lo	religion
lobala	low
lod	load
loda	lots
loda	many
lodabum	lot of
lodan	below
lodan	downstream
lodan	low-down
lodan	down
lodan	under
lodan	underneath
lodan	bottom
lodanwan	low
lodimap	load up
loding	cargo
loding	load
log	log
logabat	look around
lok	lock
lokap	jail
lokimap	imprison
lokimap	lock up
loklok	lizard
loli	sweet
loliwoda	soft drink
long	long
longam	long-sleeved
longbala	long
longiswan	very long
longnek te:tul	turtle
longtaim	long time ago
longtaim	later
longtaim	long time
longtaim	early days
longtom	long tom
longwan	long
longwan	tall
longwan	high
longwan	male
longwan	protruding
longwei	distant
longwei	far
longwei	long way
longwei kantri	foreign country
los	lost
lostim	lose
lourr	hug
lowan	low
loya	lawyer
lua	fishing lure
lubis	louvres
ludan	low
lugabdum	look after
lugabdum	take care of
lugap	look up
lugaran	search
lugarta	look after
luginat	observe
luginat	spy
luginat	watch
lugunat	look
lugunat	stare
lujim	lose
luk	look
luk	see
lukabat	look
lukabat	remember
lukabat	search
lukaftum	look after
lukap	look up
lukaran	look around
lukaran	glance back
lukat	lookout
lukbek	glance back
lukbek	look back
lukbek	look around
lukdan	look down
lukinat	observe
lukinat	spy
lukinat	watch
lukluk	be dead
lukluk	die
lukum	look at
lukum	see
lumbuk	pigeon
lus	die
lus	loose
lus	lose
lusum	forget
lusum	lose
mEn	person
ma	begin
ma	come on
mabul	marble
mabultri	tree
mabultri	ash tree
mabultri	red
mad	mud
mad	silt
madi	muddy
madkod	cod
madwan	mad
madwan	silly
magabala	yam
magaramap	ruin
magaramap	spoil
magim	mark
magim	write
mai	my
maiamaya	mad
maila	pass
main	mine
main	my
maind	brain
maind	mind
maindim	look after
maindim	protect
maindim	tend to
maindim	shepherd
maindim	tend
maindim	care for
maindim	have
maindim	mind
mainmak	good
mainwan	mine
maiself	me
mait	might
maitbi	maybe
maitbi	possibly
maitbi	unsure
maitbi	don’t know
maitbi	perhaps
maitj	vow
maiyal	mad
maiyal	myall
maiyal	wild
maiyalbala	wild
maj	much
majan	mustn’t
majblai	fly
majblai	marchfly
majurrum	gather
majurrum	muster
majurrum	assemble
majurrum	congregate
majurrum	surround
mak	brand
mak	mark
mak	sore
mak	cut
mak	to
makam	mark
makim	brand
makim	draw
makim	mark
makraun	idle
makraun	muck around
makraun	play
mala	us
mala	we
malat	mullet
malawarra	tree
mali	mother-in-law
mama	food
mama	vegetable food
mama	fruit
mami	aunt
mami	mother
mami	motor
mami	mother’s sister
mami milk	breast milk
mamiwan	female
mamiwan	maternal
mamman	grandfather
mamman	grandmother
mangei	very good
mangga	vagina
manggrul	stupid
mangki	monkey
mangumangu	fornicate
mangumangu	have intercourse
mangumangu	be promiscuous
mani	coin
mani	money
mani	hill
mani	stone
mani	paper money
mani	paperbark
mani	paperbark tree
maniboks	money-box
manija	boss
manija	manager
manjong	useless
mans	months
mant	month
manth	month
manth	moon
mantin	mountain
mantin	hill
manuga	money
maont	mount
mardpi	maybe
marid	be married
marlabangu	mussel
marluga	old man
marrayin	song
marrunggun	bush fruit
marrut	save for
mas	mask
masbi	maybe
masbi	probably
mashrum	mushroom
mashrum	toadstool
maskitu	mosquito
mastarrim	gather
mastarrim	muster
masul	mussel
matha	mother
matiriyal	material
matj	many
matj	much
maus	hose end
maus	mouse
maus	mouth
maus	radiator
maus	rat
maus	bandicoot
mauspat	microphone
megit	maggot
menggo	tree
menijim	manage
med	engrossed
med	infatuated
med	irresponsible
med	mad
medisin	disinfectant
medisin	medicine
medisin	poison
medmed	mad
medmed	stupid
medwan	mad
megajin	magazine
megpai	butcherbird
megpai	magpie
megpai	Australian magpie
meigapwan	artificial
meigapwan	fake
meigidat	figure out
meigidat	make out
meigidat	understand
meigim	add
meigim	cause
meigim	make
meigim	save
meik	cause
meik	make
meikit	succeed
meikit	survive
meikshuwa	make sure
meil	cheque
meil	mail
meil	money
mein	important
mein	significant
meinggo	tree
meit	friend
meit	spouse
meit	mate
meitmeit	pair
mejis	matches
mejurim	aim
mejurim	measure
mekshuwa	ensure
mekshuwa	make sure
mel	cheque
mel	mail
mela	we
mela	us
melabat	we
melabat	our
melabat	us
melan	melon
men	person
men	man
men	Aboriginal
mendim	mend
mendim	sew
mendimap	mend
mendimap	sew up
meni	many
menida	crocodile
menida	saltwater crocodile
menija	manager
mep	map
merigoraun	merry-go-round
merrit	marry
merritmen	married man
mes	mess
meshurum	measure
mesij	message
mesij	sermon
mesika	massacre
mesinja	messenger
met	mat
met	mate
metbaga	mad
metbaga	stupid
metj	match
metjis	matches
mi	I
mi	me
mi	mine
mi	my
mibala	we
midap	meet up
midim	meet
miding	meeting
midnait	midnight
midsap	meet up
midsap	merge
midubala	we
midul	centre
midul	middle
miduleij	middle-aged
midulnait	midnight
midulpat	middle
midulwan	middle
migamiga	leech
migamiga	flea
migim	make
mijamet	together
mijelb	oneself
mijelb kantri	alone
mijelb mijelb	individually
mijelb mijelb	separately
mijij	European woman
mikenik	mechanic
mikibul	bull
miksap	be confused
miksimap	add
miksimap	join
miksimap	mix
miksimap	get mixed up
miksimap	mix up
milat	we
milimili	book
milimili	paper
milk	breast
milk	milk
milk	nipple
milk	teat
milk	breast milk
milkim	milk
milking kau	milking cow
milktri	milkwood
milktri	kerosene wood
milktri	milk tree
milwan	middle
milwoda	deep water
milyan	innumerable
mimba	remember
min	mean
minalabat	we
minbala	we
mindim	mend
mindim	repair
mindubala	we
mini	lots
mini	many
minim	we
minimminim	blink
minimminim	flash
minimminim	close eyes
mining	meaning
mining	message
minista	clergyman
minista	minister
minjim	crush
minminlait	Ghost light
minyu	we
mipela	we
mira	mirror
mirakul	miracle
mis	miss
misal	itchiness
misal	oneself
misal	pain
misdim	miss
miselp	herself
miselp	himself
miselp	itself
miselp	myself
miselp	oneself
miselp	yourself
miselp	yourselves
misgida	mosquito
misgida	sandfly
mishan	mission
mishanri	missionary
mishanri	schoolteacher
mishin	machine
mishin gan	machine gun
misis	European woman
misis	wife
mista	mister
misteik	mistake
misteik	make mistake
mistim	miss
mistimmistimbat	stagger
mit	meat
miting	meeting
moa	more
mob	associates
mob	crowd
mob	family
mob	group
mob	lot
mob	large quantity
mob	mob
mobaja	further
mobeda	better
mobeda	improved
mobedawan	better
mobedawei	better
modabaik	motorbike
modalans	motorboat
modibaik	motorcycle
modiga	car
moghaus	morgue
mokim	mock
mokim	ridicule
molobondok	lizard
moni	money
moning	morning
moningsta	morning star
moningsta	Venus
moningtaim	morning
monsta	monster
mop	mop
mop	broom
mopim	mop
moyi	tree
mubingwoda	moving water
mubum	move
mudiga	motor car
mudubaik	motorbike
mukmuk	owl
mula	daughter
mula	mother
mulabanda	gecko
mulalu	root
mulungwa	killer
mulungwa	wanderer
mulungwa	witch doctor
mun	month
mun	moon
mun	snail
mun	snake
munanga	European
munanga	white person
munanga	man
munanga	white
munlait	moonlight
munmen	mythical being
munyumunyu	father-in-law
munyumunyu	nephew
murlurri	cousin
murnda	muscle
murnda	muscle strength
murndamen	muscleman
murrunggan	blackcurrant
muv	move
muvin	move
na	along
na	at
na	in
na	into
na	neg
na	now
na	on
na	to
na	with
na	today
na	already
nada	another
nada	other
nadasaid	other side
naf	adequate
naf	enough
naga	breechcloth
naga	cloth
naga	loincloth
nagap	tire
nagap	wear out
nagid	naked
nagop	finish work
nagop	knock off
naif	knife
nain	nine
nainbala	nine
nais	good
nais	nice
nait	night
naitaim	night
naitaim	dark
naitaim	darkness
naitaul	tawny frogmouth
naitaul	boobook
naitaul	owl
naitingeil	nightingale
naja	other
najalot	different group
najalot	others
najamob	others
najan	another
najan	other
najan	the other one
najapleis	another place
najapleis	other place
najasaid	another side
najasaid	other side
najatu	other two
najawan	another
najawan	different one
najawan	other
najawei	another direction
najawei	another way
najing	nothing
najing	unimportant
najing	unsuccessfully
najing	in vain
najing	like
najing	never mind
najing	no matter
najing	nobody
najing	no
najing	none
nak	knock
nakat	fall asleep
nakimbek	retaliate
nakimdan	hit
nakimdan	knock down
nalanala	club
nalanala	nulla-nulla
namba	letter
namba	number
nambawan	first
nambawan	very good
nambawan	most important
nambawan	principal
nambawan	big
nambawan	great
nambawan	large
None	nine
nanga	along
nanga	at
nanga	in
nanga	into
nanga	on
nanga	to
nanga	with
nangi	this one
nap	already
nap	still
napkin	napkin
napkin	nappy
narro	narrow
nat	neg
nat maj	few
nat maj	little
nat maj	small
natful	empty
natful	hungry
natha	another
natha	other
natwes	worthless
nau	now
nayn	nine
ne:boswan	excited
neba	didn’t
neba	never
neba	seldom
nebal	navel
nebamain	don’t
neidib	aborigine
neidib	native
neidib kompenyan	brolga
neidib kompenyan	sarus crane
neidibket	feral cat
neigidbala	naked
neigidwan	naked
neil	nail
neil	needle
neil	spike
neil	fingernail
neil	toenail
neilap	be nailed
neilbush	tree
neilfish	fish species
neilimap	nail up
neim	name
neim	story
neim	talk
neim	word
neimim	name
nek	neck
nek	nape of neck
nekdei	next day
nekleis	necklace
nekstaim	next time
nekswan	next
nenigout	goat
nenigout	sheep
nerro pleis	narrow place
nes	nest
nes	bed
net	net
net	basket
nevpat	electrics
nga	okay
ngabi	correct
ngabulgen	dead body
ngaja	ask for
ngaja	beg
ngaja	plead
ngalei	Oh yeah
ngaminngamin	card game
ngamuri	grandfather
ngamuri	father’s father
ngangi	what’s this
ngar	erect
ngaridi	power
ngaridi	strength
ngarlmarr	armpit
ngarnanngarnan	be alone
ngarnanngarnan	be isolated
ngarni	but
ngarni	okay
ngatju	generous
ngatjurr	be generous
ngei	like
ngi	correct
ngi	vagina
ngi	isn’t it
ngi	yes
ngi	tag question
ngirr	bark
ngirr	growl
ngulumurrun	pubic hair
ngurridin	wild banana
ngutju	generous
ni	knee
nibali	nephew
nidil	needle
nidilim	inject
nigilij	necklace
nildan	crouch
nildan	kneel
nildan	kneel down
nili	almost
nili	nearly
nin nin	finch
nirrinirri	fly
nis	niece
no	know
no	not
nobodi	nobody
nodis	notice
nogab	tire
nogab	wear out
nogud	bad
nogud	dirty
nogud	diseased
nogud	evil
nogud	wrong
nogudbala	sin
nogudbala	sinner
nogudbala	no good
nogudbala	sore
nogudbala	bad
nogudbala gabarra	cranky
nogudbalawan	sinful
nogudbalawei	sinfully
nogudbinji	be displeased
nogudbinji	be sad
nogudbinji	be unhappy
nogudbinji	feel sad
nogudbinjiwei	sadly
nogudwan	bad
nogudwan	bitter
nogudwan	brackish
nogudwan	no good
nogudwei	badly
nohop	impossible
nois	noise
nois	talk
nok	knock
nokam	knock
nokap	be tired
nokap	tired
nokap	to be
nokap	tire
nokap	carry
nokap	be
nokap	hungry
nokimap	tire
nokimdan	knock down
noking	nodding
nomedsa	disregarding
nomedsa	never mind
nomo	no
nomo	no more
nomo	no other
nomo	not
nomo	never mind
nomo	nobody
nomo	nothing
nomo	none
nos	nose
not	knot
notisim	notice
notisim	recognise
noum	know
noum	recognise
nowan	no one
nowedaba laiya	true
nuga	money
nugud	no-good
nugud	unwell
nugudbala	bad
numu	no
numu	not
nusanwan	nuisance
nyali	be pleased
nyali	be satisfied
nyamurni	delicious
nyangarri	greedy
nyangarri	selfish
nyarr	good
nyart	penis
nyart	rock
nyart	wallaby
nyartnyart mijelb	masturbate
nyilip	fast
nyingaya	desire
nyingaya	sake
nyu	fresh
nyu	new
nyu	recent
nyubala	new
nyubon	newborn
nyubonwan	newborn
nyukurr	sacred
nyukurr teibul	altar
nyumumnyumum	have intercourse
nyus	news
nyusans	nuisance
nyuskeriya	go-between
nyutestamen	New Testament
nyuwan	new
nyuwan	fresh
ny~u	new
ny~ubala	new
o	oh
o	or
oba	over
obajea	over there
obin	open
obinim	open
obiningwei	door
obis	office
obisamen	clerk
oim	owe
odinriwan	ordinary
odinriwei	ordinary
ofsaida	assistant
ofsaida	offsider
oil	oil
oista	oyster
ojioji	horse
ok	eagle
ok	hawk
okei	okay
oktapus	octopus
ol	all
ol	old
ola	a lot
ola	all
olabasadn	suddenly
olabat	their
olabat	them
olabat	they
olagija	altogether
olagija	completely
olagija	everlasting
olagija	forever
olagija	totally
olat	all
olataim	continuously
olataim	frequently
olawei	all the way
olawei	always
olawei	altogether
olawei	long time
olbala	old
olbala	falling a part
olbala	no good
olbalawan	old
olbit	altogether
olbit	all the way
olbit	long time
olbit	entirely
olbrij	Old Bridge
olda	halter
olda	older
oldei	all day
oldei	always
oldei	continuously
oldendaim	olden times
oldim	hold
oldim gabarra	confirmation
oldindeis	old-time
olfeshanwan	outdated
olgolgamen	old women
olgolgamen	women
olidei	holiday
oligija	all over
oligija	altogether
oligija	forever
oligija	all the way
oligija	long time
oligija	entirely
olim	hold
olkain	all kinds
olkain	frog
olkain	generic
olkain	snake
olkain	any kind
olkainaba	all kinds of
olmen	man
olmen	old man
olmen	old person
olmen	Aboriginal
olmenolmen	men
olmenolmen	old men
olnait	all-night
olot	whole lot
olpipul	old people
olpipul	old person
olrait	for sure
olredi	already
olredi	previously
olredi	now
oltestaman	Old Testament
olum	hold
olwan	old
olwan	falling a part
olwan	no good
olwuman	old woman
omom	warm
on	horn
on	own
onap	own up
onli	only
onli fo	covered with
onli fo	full of
onli fo	surrounded by
onself	ownself
ontop	above
ontop	on top
opin	available
opin	open
opinap	open up
opinim	open
opinimap	open
opinimap	turn on
opinimap	open up
opinimat	open out
opinwan	open
opinwei	openly
orait	all right
orait	okay
orait	OK
orait	alright
oredi	already
oredi	now
orinj	orange
orla	the
os	horse
ostritj	ostrich
ot	hot
ova	over
owat	what
owumbek	return gift
owumbek	pay back
pEjin	person
pa	distant
pa	far
pagit	pocket
pai	pie
paibol	piebald
pailap	pile up
pailimap	pile up
pailit	pilot
pailitim	pilot
pailitmen	pilot
painwud	ironwood
paiya	fire
pajam	beat
pajam	be longer
pajam	pass
pajimbek	return
pajoba	win
paketwan	packet
pamp	pump
panapul	pineapple
panish	be punished
panishim	punish
panishmen	punishment
pans	panties
paoda milk	powdered milk
papit	doll’s house
papit	puppet
pappap	puppy
pappap	little dog
pappap	dog
parralais	entranced
parralaisim	paralyse
parrik	fence
pas	past
pasawei	die
paspas	pass by
perashut	parachute
pautj	pouch
pawul	fowl
pedik	paddock
pedik	tray
pedil	petrol
pedul	paddle
pedulum	paddle
peg	peg
peghos	pack horse
pegimap	pack up
pei	pay
pei	wages
peidei	pay
peidei	wages
peij	page
pein	pain
peindim	paint
peining	pain
peining	painful
peining	sore
peint	clay
peint	ochre
peint	paint
peintim	paint
peintim	to
peinting	painting
peipa	book
peipa	paper
peipa	paperbark
peipa	paperbark tree
peipabak	tree
peipabak	paper money
peipabak	paperbark
peipabak	paperbark tree
peipabak	big
peis	face
peisim	confront
peiyim	pay
peiyimbek	pay back
pejin	person
pekimap	pack up
penkeik	pancake
pensil	pen
pensil	pencil
pepul	purple
pepulwan	purple
perrish	be famished
perrish	be thirsty
perrit	parrot
perritfis	parrotfish
perrol	petrol
pidim	feed
pigipigi	pig
pijin	pigeon
pijin	Dove
pijin	peaceful
pikap	learn
pikat	choose
pikimap	learn
pikimap	pick up
pikimat	choose
pikinik	outing
pikok	peacock
piksimap	erect
piksimap	mend
piksimap	repair
pilam	feel
pilitim	pilot
pinapek	spinifex
pinat	peanut
pinij	end
pinij	finish
pinijim	complete
pinijim	end
pinjim	pinch
pinjim	press
pinjim	squash
pinjim	steal
pinsal	pen
pinsal	pencil
pipinat	peep out
pipul	people
pirrki	coals
pirteita	potato
pis	urine
pis	piss
pitja	film
pitja	movie
pitja	picture
pitja	slide
pitjirrim	picture
piwi	magpie-lark
piwi	peewee
plam	dried fruit
plam	plum
plandimbat	plant
plat	stop work
platat	quickly
plei	play
plei	fun
plei	have
pleibat	play
pleibat	shout
plein	aeroplane
plein	hairless
plein	plain
plein keinggarru	kangaroo
pleiran	fool around
pleis	place
pleit	plate
pleiwan	toy
pleiyim	play
pleiying	play
plen	plan
plendam	hide
plendi	plenty
plendi	sufficient
plenim	plan
plent	be hidden
plentim	plant
plij	please
plismen	constable
plismen	policeman
plisteisan	police station
po	about
po	belong to
po	for
po	four
po	of
podabul	portable
podabul	shiftable
poget	forget
poisin	poison
poisin	poisonous
poisin	onion
poisinbala	poisonous
poisinim	poison
poisinwan	poisonous
poka	poker
poket	pocket
pokipain	echidna
pokum	poke
pol	pole
popo	pawpaw
praibit	personal
porij	porridge
posam	possum
posam daga	plant species
pot	pot
poto	photograph
potri	pottery
prablam	problem
prais	charge
prais	price
pramis	promise
pramisim	promise
prapa	genuine
prapa	real
prapa	really
prapa	very
prapawan	proper
prapli	properly
prapli	well
praudbala	proud
praudbalawei	proudly
prea	pray
prea	prayer
predimat	deal
prei	pray
preijim	press
preimbat	pray
prem	roof rack
present	present
president	president
presim	pinch
presim	press
presim	push
preya	prayer
prisan	prison
prisana	prisoner
prisanamob	prisoners
priskul	preschool
pulat	pull out
pruf	prove
pudi	pretty
pudum	put
pudumap	put up
pudumat	put out
pudumbek	put back
pudumdan	put down
pudumdan	put
pudumin	put in
pudumon	put on
pudumran	put round
pudumwei	put away
pujum	push
pul	full
pul	pool
pul	pull
pulap	pull up
pulap	stop
puldan	fall
puldan	fall down
pulijmen flai	fly-like
pulteibul	pool table
pulum	pull
pulumap	pull up
pulumat	extract
pulumat	pull out
pulumat	take off
pulumat	undo
pulumbek	pull back
pulumdan	pull down
pulurrim	follow
pupa	larva
pupala	poor thing
purdi	pretty
purdibala	pretty
purdibalawei	prettily
purdiflawa	flower
purdiwan	pretty
purduga	bush medicine
purrum	from
purrum	place
purrum	put
purrum	through
purrumdan	place
purrumdan	put
purum	pour
purum	spill
pushum	push
pushum	push in
pushumat	push out
pushumbek	push back
pushumwei	push away
pusiket	cat
pusiket	domestic cat
pusiket	clubs
putato	potato
putato	root vegetable
putpat	footpath
putpat	sidewalk
puwating	poor thing
pwima tri	tree
ranat	exhaust
ranat	run out
ranat	spill
rab	rob
rab	steal
raba	eraser
raba	robber
raba	rubber
raba	thief
rabam	rub
rabijbin	rubbish bin
rabijim	break law
rabim	wrap
rabim	grind
rabim	rub
rabish	discarded
rabish	litter
rabish	old people
rabish	orphan
rabish	rubbish
rabish	sister
rabish	trash
rabish	unemployed
rabish	useless
rabish	widow
rabish	woman
rabish	worthless
rabish	froth
rabish	scum
rabishdam	rubbish dump
rabishim	insult
rabishwan	useless
rabishwei	uselessly
rabum	rub
rabum	spread
rabumat	erase
rabumof	rub off
raf	hard
raf	raft
raf	rough
raf	tough
raf	tyre
raftaim	rough time
rafwan	rough
rafwei	roughly
raidap	until
raidim	ride
raidim	write
raidimdan	write down
raifol	gun
raifol	revolver
raifol	rifle
raiful fish	archerfish
rainosris	rhinoceros
rais	rice
raisap	rise up
raitiya	here
rait	correct
rait	exactly
rait	precisely
rait	right
rait skin	marriageable
rait thru	directly
raitap	Right Up
raitap	completely
raitap	right up
raitdan	right-down
raithenmen	assistant
raithenmen	foreman
raithenmen	offsider
raithenmen	right-hand man
raitim	write
raitwan	right
raitwei	rightly
rajap	until
rambi rambi	snake
ramp	buttocks
ramp	hip bone
ramp	pelvic bone
ran	drive
ran	run
ranam	run into
ranamap	round up
ranap	run up
ranawei	run away
ranawei	go away
ranawei	go down
ranawei	set
ranawei	escape
ranawei	get away
ranbek	run back
randimap	gather
randimap	round up
ranim	run
ranimap	catch
ranimap	chase after
ranimap	chase to
ranimap	run to
ranimbek	drive back
ranin abat	many
raning geit	cattle grid
raning toilet	diarrhoea
raningwoda	running water
ranwei	backslide
ranwei	run away
rapimap	wrap up
ras	rust
rastiwan	rusty
raun	circular
raun	round
raunwan	round
raunwan	circular
raunwan	pregnant
rebit	rabbit
red	red
red lili	water lily
redant	ant
redant	reddish
redended	red-handed
redended	by surprise
redi	prepared
redi	ready
redibala	ready
rediredi	walking stick
rediyo	radio
redkol	burning coal
redoga	red ochre
redulum	strum
redwan	burning coal
redwan	red clay
redwan	red
redwan	orange red
redwan	clay
reikim	rake
reikim	spur
reilwei	railway
rein	rain
reinbe:d	koel
reinbe:d	rainbird
reinbe:d	wood swallow
reinbe:d	swallow
reinbo	rainbow
reinbo	rainbow serpent
reinbo jinek	rainbow serpent
reindiya	reindeer
reinjim	organise
reinklaud	rain cloud
reintaim	wet season
reintaim	rainy season
reinwoda	rainwater
reinwoda	fresh
reinwoda	rain water
reisinka	racing car
reito	righto
reiza bleid	razor blade
reken	give opinion
reken	reckon
reken	report
reken	say
releshan	relation
releshan	fellow countryman
ren	wren
ren	rain
reng	arsehole
res	race
res	rest
reslim	wrestle
restim	rest
restim	stop
restim	balance oneself
ret	rat
ret	mouse
rib	chest
rib	rib
rib	side
riba	creek
riba	river
riba wisling tri	oak
riba wisling tri	river
riba wolabi	wallaby
riba wolabi	kangaroo rat
riba wolabi	river
ribasaid	riverside
ribbon	rib
ribgija	side by side
rid	read
ridim	interpret
ridim	read
ridimat	readout
rigin	claim
rigin	reckon
rijim	chase
ril	real
rili	really
rili	very
riligudwei	excellently
riliwan	genuine
riliwan	properly
riliwan	really
riliwan	real
riliwei	excellently
rimaindim	remind
rimimba	remember
ringap	call
ringap	erect
ringap	ring
ringap	telephone
ringap	erected
ringap	put up
ringim	call
ringim	ring
ringim	telephone
ringimap	erect
ringimap	put up
rinso	washing powder
rinsomen	masturbator
rinsomen	wanker
ripim	speed
ritjbala	rich
ritjmen	rich person
ritjwan	rich
roba	robber
roba	thief
robala	rough
robin	robin
rod	road
rod	rod
rodio	rodeo
rok	rock
rok	hill
rok	stone
rok kantri blanbo	sugar glider
rok keinggurru	euro
rok keinggurru	wallaroo
rok kod	sleepy cod
rok kod	rock cod
rok kod	Northern
rok wolabi	wallaby
rok wolabi	rock wallaby
rokantri	rocks
roket	rocket
rolapwan	rolled up
rolawei	roll away
roldap	curled
rolim	roll
rolimap	roll up
rolimap	crumple
rolimap	fold
rolimbek	rollback
rolimwei	roll away
ron	own
ronbalawei	one’s own way
rong	incorrect
rong	wrong
rongwan	wrong
rongwei	incorrectly
rongwei	wrongly
ronselp	ownself
ronwan	own
ronwan	belonging to
ronwan	one’s own
rop	rope
ropimap	lasso
roptri	green plum
roptri	tree
rorring	roar
rorring	thunder
rorring	lightning
rostidwan	roasted
rostim	cook
rostim	roast
roud	path
roud	road
roud	track
roudwei	roadway
roup	rope
rowan	raw
rowan	unripe
rud	obscene
rud	rude
rudas	roadhouse
rudi	prepared
rudi	ready
rudimat	destroy
rudimat	dig out
rudimat	recall
rudimat	root out
rudimat	think
ruding	sexual intercourse
rudiyimap	prepare
rudiyimap	ready
rudwei	obscenely
rudwei	rudely
ruf	roof
rufpat	roof
rul	law
rul	rule
rula	ruler
rulim	rule
rulum	roll
rulumap	roll up
rum	room
rum	space
runggai	root
runggai	edible root
runimdan	destroy
runimdan	ruin
rusta	rooster
rustim	cook
rustim	roast
rut	root
rutpat	root
saini	bright
saini	shiny
sainim	shine on
sainim	sign
sa:dwei	alongside
sa:dwei	beside
sabi	know
sabi	understand
sabol	shovel
sad	be sad
sad	sorrow
sad	sympathise
sadisfai	satisfy
sadnis	sadness
sadnis	sorrow
saf	soft
safring	suffer
said	bank
said	side
said	shallow water
saidpat	side
saidwei	sideways
saiklon	cyclone
saiklon	strong wind
sain	signal
sain	shine
sainboad	signboard
sainbod	signboard
saipris	cypress
sais	size
sak	shark
saladoda	catfish
salid	big
salid	desirable
salid	excellent
saltim	chase
saltim	salt
sam	some
sama	level
sama	together
samaram	be similar
sambala	some
sambodi	somebody
sambodimob	some people
samtaim	sometimes
samting	something
samwan	someone
samweya	somewhere
san	sun
san	brother’s son
san	man’s son
san	son
sanap	daytime
sandan	sunset
sangidap	east
sangidapwei	east
sangodan	west
sangodanwei	west
sangraun	sand
sanraisaid	east
sanraiswei	east
sanrij gowena	goanna
santa	centre
sapa	dinner
sapa	supper
sapa	evening meal
sauth	south
sauthsaid	south
sauthwei	south
sawa	sour
sawa	spoilt
sbaida	spider
sdoping	live
sdoping	stay
sdring	nerves
sdring	veins
se:	sir
se:kul	circle
seben	seven
sebenbala	seven
sebenwan	seven
sebin	seven
sebis	service
sebra	zebra
sed	grieved
sed	sad
sedalim	restrain
sedildan	cease
