kriol	english
net bla fishing	basket
netib ket	cat
nevpat	electrics
nga	okay
ngabi	correct
ngabuji	father-in-law
ngabulgen	dead body
ngaja	ask for
ngalei	Oh yeah
ngaminngamin	card game
ngamuri	father’s father
ngangi	what’s this
ngar	erect
ngaridi	power
ngarlmarr	armpit
ngarnanngarnan	be alone
ngarni	but
ngatju	generous
ngatjurr	be generous
ngei	like
ngi	correct
ngirr	bark
ngulumurrun	pubic hair
ngurridin	wild banana
ngutju	generous
ni	knee
nibali	nephew
nidil	needle
nidilim	inject
nigilij	necklace
nildan	crouch
nili	almost
nin nin	finch
nirrinirri	fly
nis	niece
nisim	eject
no	know
nobodi	nobody
nodis	notice
nogab	tire
nogud	bad
nogudbala	bad
nogudbala gabarra	cranky
nogudbala wota	brackish water
nogudbalawan	sinful
nogudbalawei	sinfully
nogudbinji	be displeased
nogudbinjiwei	sadly
nogudwan	bad
nogudwei	badly
nohop	impossible
nois	noise
nok	knock
nokam	knock
nokamdan	knock down
nokap	be
nokimap	tire
nokimdan	knock down
noking	nodding
nomeda	like
nomedsa	disregarding
nomo	never mind
nomo balgin	sweet
nomo gadem faiya	cool place
nomo gadem teist	tasteless
nomo gadem waiya	spear
nomo gadim	without
nomo gadim ngaridi	lame
nomo gadim teist	tasteless
nomo kin mub	ill
nomo klinbala	dirty
nomo klinwan	black
nomo ledim tajim	forbidden
nomo sabi	don’t know
nomo shapwan	blunt
nomo sikbala	healthy
nomo trubala	lie
nos	nose
not	knot
noth	north
nothwin	north wind
notisim	notice
noum	know
nowan	no one
nowedaba laiya	true
nuga	money
nugud	no-good
nugudbala	bad
numu	no
nusanwan	nuisance
nyali	be pleased
nyamurni	delicious
nyangarri	greedy
nyarr	good
nyart	penis
nyartnyart mijelb	masturbate
nyilip	fast
nyingaya	desire
nyu	fresh
nyubala	new
nyubala bebi	baby
nyubon	newborn
nyubonwan	newborn
nyugurr	forbidden
nyukurr	sacred
nyukurr teibul	altar
nyumumnyumum	have intercourse
nyumun	be on top
nyus	news
nyusans	nuisance
nyuskeriya	go-between
nyutestamen	New Testament
nyuwan	fresh
nyuwan bebi	baby
ny~u	new
ny~ubala	new
o	oh
o bigwan	big
oba	over
obajea	over there
obin	open
obinim	open
obiningwei	door
obis	office
obisamen	clerk
oda	ought to
odinriwan	ordinary
odinriwei	ordinary
ofsaida	assistant
oil	oil
oim	owe
oista	oyster
ojioji	horse
ok	eagle
okei	okay
oktapus	octopus
ol	all
ola	a lot
olabasadn	suddenly
olabat	their
olagija	altogether
olat	all
olataim	continuously
olawei	all the way
olbala	falling a part
olbalawan	old
olbit	all the way
olbrij	Old Bridge
olda	halter
olde lukabat gula	humbug
oldei	all day
oldendaim	olden times
oldentaim	early days
oldes baba	brother
oldim	hold
oldim gabarra	confirmation
oldim la hen	hold in hand
oldindeis	old-time
oldtaim tomiyok	axe
olfeshanwan	outdated
olgamen	old woman
olgolgamen	old women
olgolgomen	old women
olgomen	girl
olgumen	woman
olidei	holiday
oligija	all over
olim	hold
olkain	all kinds
olkain frog	any kind
olkainaba	all kinds of
olmen	Aboriginal
olmen gwena	big
olmenolmen	men
olnait	all-night
olot	whole lot
olpipul	old people
olrait	for sure
olredi	already
oltestaman	Old Testament
olum	hold
olwan	falling a part
olwan olgomen	old woman
olwuman	old woman
omom	warm
on	horn
onap	own up
onli	only
onli fo	covered with
onself	ownself
ontop	above
openbala	open
opin	available
opin kantri	bald
opinap	open up
opinbala	open
opinim	open
opinimap	open
opinimat	open out
opinwan	open
opinwei	openly
orait	OK
oredi	already
orinj	orange
orla	the
os	horse
ostritj	ostrich
ot	hot
ova	over
owat	what
owumbek	pay back
pEjin	person
pa	distant
pagit	pocket
pai	pie
paibol	piebald
paibul snek	not poisonous
pailap	pile up
pailimap	pile up
pailit	pilot
pailitim	pilot
pailitmen	pilot
painwud	ironwood
paip	pipe for smoking
paiya	fire
pajam	be longer
pajimbek	return
pajoba	win
paketwan	packet
pamp	pump
panapul	pineapple
panish	be punished
panishim	punish
panishmen	punishment
pans	panties
paoda milk	powdered milk
papit	doll’s house
pappap	dog
parralais	entranced
parralaisim	paralyse
parrik	fence
pas	past
pasawei	die
paspas	pass by
pautj	pouch
pawul	fowl
pedik	paddock
pedil	petrol
pedul	paddle
pedulim	paddle
pedulum	paddle
peg	peg
peghos	pack horse
pegimap	pack up
pei	pay
peibek	pay back
peidei	pay
peij	page
pein	pain
peindim	paint
peining	pain
peint	clay
peintim	paint
peinting	painting
peipa	book
peipabak	big
peipabak hampi	rounded
peipabak hawus	rounded
peipabak kulaman	coolamon
peipabak totj	firestick
peipabak tri	paperbark
peipibak	paperbark
peis	face
peisim	confront
peiyim	pay
peiyimbek	pay back
pejin	person
pekimap	pack up
penkeik	pancake
pensil	pen
pepul	purple
pepulwan	purple
perashut	parachute
perit	parrot
perrish	be famished
perrit	parrot
perritfis	parrotfish
perrol	petrol
pidim	feed
pigipigi	pig
pijin	Dove
pikap	learn
pikat	choose
pikimap	learn
pikimat	choose
pikinik	outing
pikinini	baby
pikok	peacock
piksimap	erect
pilam	feel
pilitim	pilot
pinapek	spinifex
pinat	peanut
pinij	end
pinijim	complete
pinjim	pinch
pinsal	pen
pipinat	peep out
pipul	people
pirrki	coals
pirteita	potato
pis	piss
piteta	potato
pitja	film
pitjirrim	picture
piwi	magpie-lark
plam	dried fruit
plandimbat	plant
plat	stop work
platat	quickly
plei	fun
pleibat	play
pleibat la woda	play
plein	aeroplane
plein keinggarru	kangaroo
plein keinggurru	kangaroo
pleiran	fool around
pleis	place
pleit	plate
pleiwan	toy
pleiwan spiya	spear
pleiyim	play
pleiying	play
plen	plan
plendam	hide
plendi	plenty
plenim	plan
plent	be hidden
plentim	plant
plij	please
plismen	constable
plisteisan	police station
po	about
podabul	portable
poget	forget
poisin	onion
poisin sneik	brown
poisin snek	brown
poisinbala	poisonous
poisinim	poison
poisinwan	poisonous
poka	poker
poket	pocket
pokipain	echidna
pokum	poke
pol	pole
polismen	policeman
popo	pawpaw
porij	porridge
portab	mobile phone
posam	possum
posam daga	plant species
posam la rok	possum
post bla doa	door post
pot	pot
poto	photograph
potri	pottery
praba bigwan frog	brown
prablam	problem
prabli	proper
prabli naitaim	at night
prabli spot spot	spotty
praibit	personal
praibitwan	belonging to
prais	charge
pramis	promise
pramisim	promise
prapa	genuine
prapa redwan ston	stone
prapawan	proper
prapli	properly
praudbala	proud
praudbalawei	proudly
prea	pray
predimat	deal
prei	pray
preijim	press
preimbat	pray
prem	roof rack
present	present
president	president
presim	pinch
preya	prayer
prikliwan	vine
prisan	prison
prisana	prisoner
prisanamob	prisoners
priskul	preschool
propa	proper
pruf	prove
pudi	pretty
pudum	put
pudum la top	hang
pudumap	put up
pudumat	put out
pudumbek	put back
pudumdan	put
pudumin	put in
pudumon	put on
pudumran	put round
pudumwei	put away
pujum	push
pul	full
pulap	pull up
pulap yem	pull up
pulat	pull out
puldan	fall
pulijmen flai	fly-like
pulteibul	pool table
pulum	pull
pulumap	pull up
pulumat	extract
pulumbek	pull back
pulumdan	pull down
pulurrim	follow
pupa	larva
pupala	poor thing
purdi	pretty
purdibala	pretty
purdibalawei	prettily
purdiflawa	flower
purdiwan	pretty
purduga	bush medicine
purrum	from
purrumdan	place
purum	pour
pushum	push
pushumat	push out
pushumbek	push back
pushumwei	push away
pusiket	cat
putato	potato
putpat	footpath
puwating	poor thing
pwima tri	tree
rab	rob
raba	eraser
rabam	rub
rabijbin	rubbish bin
rabijim	break law
rabim	grind
rabish	discarded
rabishdam	rubbish dump
rabishim	insult
rabishwan	useless
rabishwei	uselessly
rabum	rub
rabumat	erase
rabumof	rub off
raf	hard
raftaim	rough time
rafwan	rough
rafwan ston	rough
rafwei	roughly
raidap	until
raidim	ride
raidimdan	write down
raifol	gun
raiful	gun
raiful fish	archerfish
rainosris	rhinoceros
rais	rice
raisap	rise up
rait	correct
rait am	right hand
rait bingga	right hand
rait skin	marriageable
rait thru	directly
raitap	Right Up
raitdan	right-down
raithenmen	assistant
raitim	write
raitiya	here
raitwan	right
raitwei	rightly
rajap	until
rambi rambi	snake
ramp	buttocks
ran	drive
ranam	run into
ranamap	round up
ranap	run up
ranat	exhaust
ranawei	escape
ranbek	run back
randimap	gather
ranim	run
ranimap	catch
ranimbek	drive back
ranin abat	many
raning geit	cattle grid
raning toilet	diarrhoea
raningwoda	running water
ranwei	backslide
rapimap	wrap up
ras	rust
rastiwan	rusty
raun	circular
raun binji	round
raunbala	round
raunwan	circular
raunwan daga	round
raunwan laik spiya	spear thrower
raunwan wumara	spear thrower
rauwan ston	round
rebit	rabbit
red	red
red hot ston	red hot
red lili	water lily
redant	ant
redended	by surprise
redi	prepared
redibala	ready
rediredi	walking stick
rediyo	radio
redkol	burning coal
redoga	red ochre
redoka	ochre
redulum	strum
redwan	burning coal
redwan ashis	ashes
redwan binji	edible
redwan blanbo	black
redwan graun	red
redwan kol	ashes
redwan o kolbala	charcoal
redwan stons	red
redwan wing	parrot
reikim	rake
reilwei	railway
rein	rain
rein slaisim	rain
reinbe:d	koel
reinbo	rainbow
reinbo jinek	rainbow serpent
reinbo sneik	rainbow
reindiya	reindeer
reinjim	organise
reinklaud	rain cloud
reintaim	rainy season
reinwoda	fresh
reisinka	racing car
reito	righto
reiza bleid	razor blade
reken	give opinion
releshan	fellow countryman
ren	rain
renbo	rainbow
renbo snek	rainbow
reng	arsehole
rentaim	rainy season
res	race
reslim	wrestle
restim	balance oneself
ret	mouse
rib	chest
rib bon	rib
riba	creek
riba wisling tri	oak
riba wolabi	kangaroo rat
ribasaid	riverside
ribbon	rib
ribgija	side by side
rid	read
ridim	interpret
ridimat	readout
rigin	claim
rijim	chase
ril	real
rili	really
rili wait	white
rili wetwan	really
riligudwei	excellently
riliwan	genuine
riliwei	excellently
rimaindim	remind
rimimba	remember
ringap	call
ringim	call
ringimap	erect
rinso	washing powder
rinsomen	masturbator
ripim	speed
ritjbala	rich
ritjmen	rich person
ritjwan	rich
roba	robber
robala	rough
robin	robin
rod	road
rodio	rodeo
rok	hill
rok kantri blanbo	sugar glider
rok keinggurru	euro
rok kod	Northern
rok wolabi	rock wallaby
rokantri	rocks
roket	rocket
rokpleis	gorge
rokples	gorge
rolapwan	rolled up
rolawei	roll away
roldap	curled
rolim	roll
rolimap	crumple
rolimbek	rollback
rolimwei	roll away
ron	own
ronbalawei	one’s own way
rong	incorrect
rongwan	wrong
rongwei	incorrectly
ronselp	ownself
ronwan	belonging to
rop	rope
ropimap	lasso
roptri	green plum
rorring	lightning
rostidwan	roasted
rostim	cook
rostim la aben	cook
roud	path
roudwei	roadway
roup	rope
rowan	raw
rud	obscene
rudas	roadhouse
rudi	prepared
rudimat	destroy
ruding	sexual intercourse
rudiyimap	prepare
rudwei	obscenely
ruf	roof
rufpat	roof
rul	law
rula	ruler
rulim	rule
rulum	roll
rulumap	roll up
rum	room
runggai	edible root
runimdan	destroy
rusta	rooster
rustim	cook
rut	root
rutpat	root
sa:dwei	alongside
sabi	know
sabol	shovel
sad	be sad
sadisfai	satisfy
sadnis	sadness
saf	soft
safring	suffer
said	bank
saidpat	side
saidwei	sideways
saiklon	cyclone
sain	shine
sainboad	signboard
sainbod	signboard
saini	bright
sainim	shine on
saipris	cypress
sais	size
sak	shark
sakamsisin	circumcised
saladoda	catfish
salid	big
salki	jealous
saltim	chase
sam	some
sama	level
samaram	be similar
sambala	some
sambodi	somebody
sambodimob	some people
samtaim	sometimes
samting	something
samwan	someone
samweya	somewhere
san	brother’s son
san gudan	go down
sanap	daytime
sandan	sunset
sangidap	east
sangidapwei	east
sangodan	west
sangodanwei	west
sangraun	sand
sanraisaid	east
sanraiswei	east
sanrij gowena	goanna
santa	centre
sapa	dinner
sathan kros	Southern Cross
saun kambek	echo back
sauth	south
sauthsaid	south
sauthwei	south
sawa	sour
sbaida	spider
sdoping	live
sdring	nerves
se:	sir
se:kul	circle
seben	seven
seben sista	Pleiades
sebenbala	seven
sebenwan	seven
sebin	seven
sebis	service
sebra	zebra
sed	grieved
sedalim	restrain
sedildan	cease
sedilmen	settlement
sedimap	set up
seduldan	quieten
sedwan	feel sad
sei	do
seibum	build up
seibya	saviour
seidilaig	Satan
seik	sake
seikrid	sacred
seikridwan	sacred
seikrit serramoni graun	secret
seim	embarrass
seimbala	same
seimpleis	same place
seimtaim	same time
seimwan	same
seimwei	same way
sekanwan	second
sekrit	forbidden
selim	sell
sen	sand
sen gwena	sand goanna
senbeingk	sandbank
senbitj	beach
sendim	send
senflai	mosquito
senfrog	Sand Frog
sengraun	dirt
senhil	sandhill
senrij	sand ridge
senrij gowena	goanna
sens	cents
sent	cent
sentamita	centimetre
sentapid	centipede
senwan	sand
separetim	separate
serramoni	ceremony
setat	arrive
sewijes	sandwiches
shabal nos spiya	spear
shabal spiya	kill
shabala	sharp
shabala bingga	fingernail
shabalashabala	crown of thorns
shabalawan	sharp
shabul	shovel
shabul spiya	shovel spear
shabulnos spiya	shovel spear
shadan	be killed
shadim	shut
shadimap	close
shadimap ai	blink
shainim	shine on
shainiwan	bright
shak	shark
shalowoda	shallow water
shalowota	shallow water
shap	sharp
shapinim	sharpen
shapkipa	shopkeeper
shapwan	sharp
shat	attempt
shatgan	shotgun
shawa	shower
she:t	shirt
shea	chair
sheaim	share
shedo	shadow
sheid	shade
sheidi	shady
sheidi tri	hairy
sheiditri	shade
sheigen	shake hands
sheigim	shake
sheik	shake
sheikan	handshake
sheikimap	shake
sheim	be embarrassed
shek	shiver
shekim	shake
shel	mussel
shel bla sneil	snail-shell
shel bla snel	snail-shell
shela	shallow
shelawota	shallow water
shelifish	shellfish
sherrim	shear
sheya	share
shifdim	shift
shiftim	move
shiftim misalb	move
shiftimat	shift off
shil	shield
ship	sheep
shis	cheese
shit	faeces
shitibain	corrugated iron
shiva	shiver
shoim	point out
sholda	shoulder
sholda bleid	shoulder blade
sholdabon	shoulder blade
shop	shop
shopa	chopper
shoping	shop
shopkipa	shopkeeper
shot	short
shot nek dadul	tortoise
shot nek tadul	tortoise
shotbala	short
shotgan	gun
shotkat	abbreviation
shotkatwei	short cut
shotleg	fall short
shotwan	female
shotwan fetwan	death adder
shotwan naif	knife
shotwan nek	big
shotwan trausis	shorts
shotwan yemstik	short
shotwin	be
shoulda	shoulder
shoum	show
shud	should
shudum	hit
shuga	sugar
shugabeg	honey
shugabeig flai	bee
shugakein	sugarcane
shuid	short
shuis	shorts
si	look
sibo	bull
sid	eye
sidan	be
sidan jalgibala	be
sigal	sea bird
sigaret	cigarette
siim	see
sik	be sick
sikada	cicada
sikap	be fed up
sikbala	die
sikbla	hurt
siknis	sickness
sikpin	five cents
siks	six
siksbala	six
sikswan	six
sikwan	sick
silasita	lawyer
silba	silver
silbawan	silver
sili	mad
silibala	silly
silibalawei	silly
silip	lie down
silipi	sleepy
silipiai	sleepy
silipin	sleep
silipiwan	sleepy
silipiwei	sleepily
silipri	slippery
siliwan	silly
silkwan	silk
sim	see
siman	dreaming
siment	cement
sin	sin
sina	sinner
sing	curse
singam	sing
singat	buzz
singat adbala	scream
singat brabli adbala	scream
singim	curse
singsong	singing
singul	single
singulbala	single
singulgel	girl
singulmen	bachelor
singulwan	single
sinyus	sinew
sisan	season
sisis	scissors
sista	nurse
siwid	eelgrass
siya	see you
siyim	find
siyimbat	look at
skai	sky
skait	boast
skaiting	show off
skaitingaranbat	show off
skatid	curly hair
skatidim	scatter
skatidimat	scatter
skedad	disordered
skedadim	scatter
skedadimat	scatter
skeil	scale
skeilim	weigh
skeilimap	weigh
skelitin	skeleton
skelp	scalp
sket	skirt
sketid	scattered
skid	skid
skidam	skid
skin	fur
skin bla insek	skin
skin gowei	shed skin
skindaiba	skin-diver
skinemapim	beat
skini	sick
skinibala	sick
skinim	skin
skinimap	skin
skiniwan	skinny
skinpat	skin
skinwan	skin on
skipskip	skip
skobiyan	scorpion
skopiyan	scorpion
skopyon teil	sharp
skopyon tel	sharp
skrab	scrub
skrebun	scrape
skretjim	scratch
skrin	screen
skruim	screw
skul	school
skulim	teach
skulimap	teach
skuljildren	schoolchildren
skulkid	schoolchild
skuwerambek	pay back
skwasimap	crush
skweya	square
skweyawan	flat
skwisim	squash
skwisimap	crumple
slaid	slide
slaida	slide
slaisim	rain
slek	backslide
slekap	neglect
slekbala	slack
slekbek	backslide
slekim	make loose
slekwan	blunt
slip	sleep
slipibala	be
slipikod	sleepy cod
slipinwan	sleeping
slipiyai	be
slipri	slippery
slipriwan	escape
slo	gently
slobala	a little bit
slobum	solve
slomojen	lazily
sloping ston	stone
smail	smile
smashimap	destroy
smat	clever
smel	smell
smel gudbala	smell good
smelim	smell
smeshim	smash
smeshimap	smash up
smok	cigarette
smokim	smoke
smokiwan	smoky
smoko	tea break
smokotaim	midmorning
smoktri	smoke tree
smol	small
smol shotwan fish	fish
smolwan	a little
smolwan blanbok	sugar glider
smolwan gwena	strong
smolwan la keib	flying fox
smolwan ston keinggurru	euro
snaipa	sniper
sneik	generic
sneil	snail
snikap	sneak up
snikap la	sneak up on
snikap la samting	sneak up on
snikawei	sneak away
snikibalawei	sneakily
sno	snow
so	so
so:mil	sawmill
sobala	sore
sobawan	sober
sodfish	swordfish
sodimat	sort out
sof	soft
sofbal	softball
sofdringk	soft drink
sofwan	a little bit
sofwan beibi feja	down feathers
soing	sew
sok	soak
soka	soccer
sokis	soak
sol	salt
solda	shoulder
soldiwoda	salt water
solja	guards
soljamob	soldiers
solti	salty
soltiwan	salty
solwada	brackish water
solwada aligeda	saltwater crocodile
solwoda	brackish water
solwoda aligeida	crocodile
solwoda be:d	bridled
solwoda tadul	saltwater
song	song
songmen	singer
sop	soap
sopiwan bla wota	froth
sopmen	masturbator
soptri	tree
sori	be sorry
soribala	sorry
soribalawei	sorrily
soriwan	sorry
sorri	feel
sosij	sausage
sospen	saucepan
sospin	saucepan
souta	type of
sowa	big
sowing	sewing
spai	spy
spaida	scorpion
spaidaweb	spider web
speid	triangle
spel	break
spelim	spell
speshal	special
speshalwan	special
speshalwei	specially
spesilmen	appointee
speyawan	spare
spidbagi	dune buggy
spik	speak
spilim	pour
spilim misalb	spill
spilimat	spill out
spindim	spend
spinifeks	spinifex grass
spirim	pierce
spirit	spirit
spiritjulwei	spiritually
spiritmob	spirits
spirrim	spear
spirrit	spirit
spirrit bla pejin	feelings
spirritjulwei	spiritually
spirritwan	spiritual
spit	saliva
spit foldan	dribble
spit kamat	salivate
spit la im	spit out
spiya	spear
spiya hed	small stone
spiyamen	spearman
splidim	split
splidimap	split up
split	split
splitim	split
splitim la binji	etc.
spoil	spoil
spoilim	spoil
spot spot	possum
spotspot	spotted
spredat	scatter
spredim	spread
spredimat	disperse
spring	spring
springkl	sprinkle
springwoda	spring water
spun	spoon
spunbil	spoonbill
sta	star
sta:dap	go away
stab	rest stop
stabum	prevent
stadi	study
stadim	start
stadimap	start up
stadimof	start off
stagiba	shop assistant
stail	action
stak	be caught
stakam	stick
stakfut	do to excess
stakmen	stockman
stakyad	stockyard
stap	joke
stapam	prevent
stat	arrive
stat go	set out
statabek	begin again
statim	begin
stedi	careful
stedibala	steady
stei	stay
steikimap	stick up
steishan	station
stendaram	stun
step	step
sterrimap	incite
stes	stairs
stifwan	stiff
stik	stick
stik bla fait	fighting
stikibik	stickybeak
stikim	stick
stikinat	stick out
stikwan	wooden
stil	still
stilim	rob
stilimbala	robber
stilwan	motionless
stingayu	burn mouth
stingerei	dragonfly
stinggi	decomposing
stingim	sting
stingrei	stingray
stipwan	steep
stiringwil	steering wheel
stiya	steer
stoamen	storekeeper
stokmen	stockman
stom	storm
stombe:d	blue-winged kookaburra
ston	hill
ston aben	oven
ston eksed	axe
ston keinggurru	euro
ston spiya	spear
ston tomiyok	axe
stonbe:d	koel
stoni	gravelly
stonim	stone
stoniwan	stony
stonwan	stone
stori	story
stowa	store
straibala	striped
straip straip	spots
straipi	stripy
straipibala	spots
straipid	striped
straipidwan sneik	poisonous
straipiwan	stripy
straipwan	striped
streidap	above
streidat	straight-out
streidawei	straightaway
streidin	straight in
streinja	stranger
streit	correct
streitat	frankly
streitawei	immediately
streitbala	straight
streitbalawei	correctly
streitin	straight in
streitinim	correct
streitinimap	straighten up
streitinimat	straighten out
streitwan	good
streitwei	straightaway
strep	dog collar
stretja	stretcher
stretwan	good
string	strap
stringibak	stringybark
stringim	string
strit	street
strong	strong
strong ti	strong tea
strongbala	big
strongbalawan	strong
strongbalawei	strongly
strongwan	hard
stupid	foolish
su	zoo
suga	sugar
sugabeg	sugarbag
sugakein	sugarcane
sulki	be angry
sup	soup
supsup	soup
suwan	swan
swearing we:d	a
sweda	jumper
sweg	swag
sweig	bed
swelap	rise
swet	perspiration
swet gidap	perspire
swet kamat	perspire
swetgidap	perspire
sweya	swear
swim	go swimming
swiming	swim
swing	swing
swingim	swing
swingswing	swing
swipap	sweep up
swipim	sweep
swit	sweet
swit purteida	sweet potato
switbala	sweet
switinim	sweeten
switsmelwan	sweet-smelling
switwan	sugary
swolap	swelling
swolap nos	be jealous
taN	tongue
tabu	forbidden
tadul	turtle
tadulok	firebird
tagat	eat
tagatim	eat
taid	flood
taidap	tied up
taidiwan	tidy
taiga	tiger
taim	season
taimap	tie
taimbom	time bomb
taip	cassette
taipan	taipan
taipen	snake
tait	tight
taitbala	tight
taitbinji	satiated
taitinimap	tighten up
taitwan	tight
taiya	raft
taiyimap	buckle
tajim	touch
taka	food
talim	tell
tamaring	tree
tamblim	trip
tamiyek	axe
tang	tongue
tangumirl	greedy
tanimof	turn off
tarrgi	bustard
tatjam	be familiar
taun	town
tawul	towel
taya	wheel
tayata	four-wheel drive vehicle
tayid	lazy
te:dl	turtle
te:ki	turkey
te:n	go
tearimdan	destroy
teblit	medicine
tedibeya	teddy bear
tedulhok	firebird
teibul	table
teik	take
teikapleis	give support
teikim	take
teikimat	pull out
teikimof	remove
teikirrawei	remove
teikitawei	run off with
teiknodis	take notice
teikoba	take over
teikof	begin to move
teil	tail
teil bla enimul	tail of animal
teilim	look after
teilpat	tail
teinggulumap	tangle up
teingkyu	thank you
teist	sweat
teistim	taste
tel	tail
telabisin	television
telafon	telephone
telam	tell
telefonn portab	mobile phone
teling	tell
temtim	tempt
ten	ten
tenaran	turn around
tenawei	turn away
tenbala	ten
tenbek	turn back
tengk	tank
tenim	turn
tenimran	turn around
tenis	tennis
tent	tent
tern	turn
ternam	turn
terrimap	destroy
testim	test
testimat	test out
tetul	turtle
thad	that
thadmaj	abundantly
thanda	thunder
tharra	there
tharran	that
tharran bla im	own
tharrei	that way
thausen	thousand
thedwan	third
thesti	thirsty
thestibala	thirsty
thestiwan	thirsty
thikwan	thick
thikwan skrab	forest
thikwan temarin	tamarind
thin	sick
thing	thing
thinwan	sick
thirstibala	thirsty
thong	thong
thred	thread
thri	three
thribala	three
thribalawei	in threes
thridei	three days time
throim	throw
throt	neck
throut	throat
thrribala	three
thru	through
thruwum	throw
ti	drink
ti:ki	dangerous
ti:s	tease
tibum	tip
tikit	ticket
til	till
tilib	tea
timana	horse
timba	timber
timpul	temple
timta	Satan
timtim	tempt
tin	tin can
tin bib	tinned meat
tin frut	tinned fruit
tinait	tonight
tinamit	tinned meat
ting	thing
tinstaf	tinned food
tipemoba	tip over
tipimoba	tip over
tipoba	tip over
tishe:t	T-shirt
tisim	tease
tisin	teasing
tit	breast
titibotil	feeding-bottle
titja	missionary
titjim	teach
titri	tree
tiyota	car
tjakam	chuck
tjakamdan	throw down
tjakidawei	throw away
tjakin	donation
tjakol	charcoal
tjapam	chop
tjatj	charge
tjein	chain
tjeinj	change
tjeinjim	change
tjeisim	chase
tjeisimap	chase
tjeisin	chase
tjens	chance
tjepta	chapter
tjetj	church
tjidimbat	cheat
tjis	cheese
tjokum	choke
tju	to you
tjuwing	chew
toilet	defecate
toitit	denture
toitj	torch
toitjim	shine
toiwan	imitation
tok	speak
tok la im	talk to someone
tok sofwan	whisper
tok tok	talking
tokabat	talk about
tokin	talk
toktok	noise
tol	tall
tolwan	finger
tomigan	machine gun
tomiyauk	small axe
tong	thong
top bla ni	kneecap
toppat	top
topwan	top
totem	dreaming
totj	firestick
toyota	four-wheel drive vehicle
trabeling	go
trabul	difficulty
trabul meika	criminal
trabulmeika	troublemaker
trabulum	cause trouble
trai	tray
trai gin	say again
traib	tribe
traim	test
traip	stripe
traiyim	attempt
trak	car
tramput	trumpet
trasis	trousers
trastim	trust
trayimat	try
trebala	messenger
trebul	drive
tregimap	track
treila	trailer
trein	train
treinimap	train up
treinpot	large truck
trek	footprint
trekam	track
trekta	tractor
trep	trap
trepam	trap
tri	plant
trik	deceit
trikibala	difficult
trikim	confuse
trikiwan	tricky
tring	sinew
trip	journey
trisneik	snake
trou	throw
tru	true
trubala	true
trubalawan	true
trubalawei	truthfully
truwan	true
tu	also
tu8	tooth
tubala	mother and father
tubala met gija	married couple
tubeka	cigarette
tubeki	tobacco
tudei	now
tudei na	now
tudeina	right now
tufas	quickly
tul	tool
tuleit	too late
tum	tomb
tumara	morning
tumatj	because
tumato	tomato
tumeni	lots
tumorro	tomorrow
tunait	tonight
turlpu	heart
tus	teeth
tusek	toothache
tut	tooth
tuth	teeth
tuwa	door
twelbala	twelve
twistim	twirl
twistimran	twist around
twistiwan	twisted hair
tyun	tune
u	who
ugimap	be hooked
uk	fishing gear
urldi	used to
veri	very
vilij	village
wa	when
wadabat	what about
wadaim	what time
wadbo	why
wadi	log
wadi bla yem	yamstick
wadrim	spray
wadul	pale yellow
waguwagu	Casuarina cunninghamiana
wai	why
waid	wide
waident	termite
waidwan	open
waif	wife
wail	untamed
wail anyan	onion
wail binana	tree
wail dog	big
wail faul	fowl
wail gusaba	cassava
wail juk	Black
wail kokonat	tree
wail meinggo	mango
wail melin	melon
wail piteta	potato
wail rais	rice
wail yem	potato
wailbala	wild
wailbinana	banana
wailfaul	fowl
wailmelin	vine
wailmen	wild
wailrais	rice
wailwan	angry
wailwei	wildly
wailwin	whirlwind
wain	wine
wait	white
wait gamtri	gum tree
wait hok	Whistling Eagle
wait karant	currant
wait peint	paint
waitbala	European
waitkarant	White
waitmen	European
waitwan	kite
waitwan burdiflawa	hibiscus
waitwan gagadu	cockatoo
waitwan gogi	cockatoo
waitwan heya	white hair
waitwan peint	whitewash
waitwan ston	stone
waitwan tri	tree
waitwud	tree
waiwin	whirlwind
waiya	fishing spear
waiya spiya	fishing spear
waj	watch
wajameda	why
wajim	wash
wajing	wash
wakwak	crow
wakwak singat	caw
wal	well
walgarra	fish species
walima	castrated
wambala	one
wan	a
wan dei bifo	before
wan kain	bird species
wanaklok	one o’clock
wanbala	one
wanbinji	united
wanda	desire
wandei	one day
wandi silip	be
wandim	desire
wandringran	wander around
wanem	what
wangulu	orphan
wangulu men	widower
wanguwangulu	orphans
wani	want
wanim	what
wanim blanga	why
wankain	Masked Owl
wankain badaflai	moth
wankain be:d	Brown
wankain bidul	bee
wankain bonifish	fish
wankain buj	bush
wankain burdiflawa	Morrison
wankain daga	fruit
wankain feja	feather
wankain fish	perch
wankain freshwada tadul	fresh-water turtle
wankain freshwoda tadul	fresh water
wankain gamtri	eucalypt
wankain insek	insect
wankain kokroj	cockroach
wankain lijad	two-lined dragon
wankain lilwan be:d	fairy
wankain lilwan peipabak	paperbark
wankain lokus	cicada
wankain longwan gras	grass
wankain medsin	plant
wankain pamtri	cabbage
wankain perit	cockatiel
wankain pijin	Bar-shouldered Dove
wankain priklitri	prickly
wankain sneik	Children’s python
wankain snek	Children’s python
wankain ston	stone
wankain tri	cotton tree
wankain wadul	wattle
wankain wid	nardoo
wankain wisling be:d	rufous
wankian shel	cockleshell
wanmo	again
wanmo igin	once again
wanmotaim	again
wannait	one night
wanpleis	certain place
wansaid	to one side
wantaim	once
